Begin to read solar wind speed, IMF, AE and Dst
F16, 2015-244, 61244
F16, 2015-244, 61247
F16, 2015-244, 61248
F16, 2015-244, 61249
F16, 2015-244, 61250
F16, 2015-244, 61251
F16, 2015-244, 61252
F16, 2015-244, 61253
F16, 2015-244, 61254
F16, 2015-244, 61255
F16, 2015-245, 61256
F16, 2015-245, 61258
F16, 2015-245, 61259
F16, 2015-245, 61264
F16, 2015-245, 61266
F16, 2015-245, 61267
F16, 2015-245, 61268
F16, 2015-245, 61269
F16, 2015-246, 61270
F16, 2015-246, 61271
F16, 2015-246, 61272
F16, 2015-246, 61274
F16, 2015-246, 61275
F16, 2015-246, 61276
F16, 2015-246, 61277
F16, 2015-246, 61279
F16, 2015-246, 61281
F16, 2015-246, 61282
F16, 2015-246, 61283
F16, 2015-247, 61285
F16, 2015-247, 61286
F16, 2015-247, 61287
F16, 2015-247, 61290
F16, 2015-247, 61291
F16, 2015-247, 61292
F16, 2015-247, 61295
F16, 2015-247, 61296
F16, 2015-247, 61297
F16, 2015-248, 61303
F16, 2015-248, 61305
F16, 2015-248, 61306
F16, 2015-248, 61308
F16, 2015-248, 61309
F16, 2015-248, 61310
F16, 2015-248, 61311
F16, 2015-249, 61313
F16, 2015-249, 61314
F16, 2015-249, 61315
F16, 2015-249, 61316
F16, 2015-249, 61318
F16, 2015-249, 61322
F16, 2015-249, 61323
F16, 2015-249, 61324
F16, 2015-249, 61325
F16, 2015-249, 61326
F16, 2015-250, 61327
F16, 2015-250, 61329
F16, 2015-250, 61330
F16, 2015-250, 61331
F16, 2015-250, 61332
F16, 2015-250, 61333
F16, 2015-250, 61334
F16, 2015-250, 61336
F16, 2015-250, 61337
F16, 2015-250, 61338
F16, 2015-250, 61339
F16, 2015-250, 61340
F16, 2015-251, 61341
F16, 2015-251, 61342
F16, 2015-251, 61343
F16, 2015-251, 61344
F16, 2015-251, 61345
F16, 2015-251, 61347
F16, 2015-251, 61348
F16, 2015-251, 61349
F16, 2015-251, 61352
F16, 2015-251, 61353
F16, 2015-251, 61354
F16, 2015-252, 61356
F16, 2015-252, 61357
F16, 2015-252, 61358
F16, 2015-252, 61359
F16, 2015-252, 61361
F16, 2015-252, 61362
F16, 2015-252, 61363
F16, 2015-252, 61365
F16, 2015-252, 61366
F16, 2015-252, 61367
F16, 2015-252, 61368
F16, 2015-253, 61370
F16, 2015-253, 61372
F16, 2015-253, 61374
F16, 2015-253, 61375
F16, 2015-253, 61376
F16, 2015-253, 61377
F16, 2015-253, 61378
F16, 2015-253, 61379
F16, 2015-253, 61380
F16, 2015-253, 61381
F16, 2015-253, 61382
F16, 2015-254, 61384
F16, 2015-254, 61386
F16, 2015-254, 61387
F16, 2015-254, 61388
F16, 2015-254, 61389
F16, 2015-254, 61390
F16, 2015-254, 61391
F16, 2015-254, 61392
F16, 2015-254, 61393
F16, 2015-254, 61394
F16, 2015-254, 61395
F16, 2015-254, 61396
F16, 2015-255, 61405
F16, 2015-255, 61397
F16, 2015-255, 61399
F16, 2015-255, 61400
F16, 2015-255, 61401
F16, 2015-255, 61402
F16, 2015-255, 61403
F16, 2015-255, 61407
F16, 2015-255, 61408
F16, 2015-255, 61410
F16, 2015-256, 61416
F16, 2015-256, 61418
F16, 2015-256, 61419
F16, 2015-256, 61421
F16, 2015-256, 61422
F16, 2015-256, 61424
F16, 2015-257, 61433
F16, 2015-257, 61426
F16, 2015-257, 61428
F16, 2015-257, 61430
F16, 2015-257, 61432
F16, 2015-257, 61434
F16, 2015-257, 61435
F16, 2015-257, 61436
F16, 2015-257, 61437
F16, 2015-257, 61438
F16, 2015-257, 61439
F16, 2015-258, 61442
F16, 2015-258, 61443
F16, 2015-258, 61445
F16, 2015-258, 61446
F16, 2015-258, 61447
F16, 2015-258, 61449
F16, 2015-258, 61450
F16, 2015-258, 61451
F16, 2015-258, 61452
F16, 2015-258, 61453
F16, 2015-259, 61454
F16, 2015-259, 61455
F16, 2015-259, 61456
F16, 2015-259, 61457
F16, 2015-259, 61458
F16, 2015-259, 61459
F16, 2015-259, 61462
F16, 2015-259, 61463
F16, 2015-259, 61464
F16, 2015-259, 61465
F16, 2015-259, 61466
F16, 2015-259, 61467
F16, 2015-260, 61468
F16, 2015-260, 61469
F16, 2015-260, 61470
F16, 2015-260, 61471
F16, 2015-260, 61472
F16, 2015-260, 61473
F16, 2015-260, 61474
F16, 2015-260, 61475
F16, 2015-260, 61476
F16, 2015-260, 61477
F16, 2015-260, 61478
F16, 2015-260, 61479
F16, 2015-260, 61480
F16, 2015-260, 61481
F16, 2015-261, 61483
F16, 2015-261, 61484
F16, 2015-261, 61485
F16, 2015-261, 61486
F16, 2015-261, 61487
F16, 2015-261, 61488
F16, 2015-261, 61489
F16, 2015-261, 61490
F16, 2015-261, 61491
F16, 2015-261, 61492
F16, 2015-261, 61493
F16, 2015-261, 61494
F16, 2015-261, 61495
F16, 2015-262, 61496
F16, 2015-262, 61497
F16, 2015-262, 61499
F16, 2015-262, 61500
F16, 2015-262, 61501
F16, 2015-262, 61502
F16, 2015-262, 61503
F16, 2015-262, 61504
F16, 2015-262, 61505
F16, 2015-262, 61506
F16, 2015-262, 61507
F16, 2015-262, 61508
F16, 2015-262, 61509
F16, 2015-263, 61510
F16, 2015-263, 61511
F16, 2015-263, 61513
F16, 2015-263, 61514
F16, 2015-263, 61515
F16, 2015-263, 61518
F16, 2015-263, 61519
F16, 2015-263, 61520
F16, 2015-263, 61521
F16, 2015-264, 61526
F16, 2015-264, 61528
F16, 2015-264, 61529
F16, 2015-264, 61531
F16, 2015-264, 61532
F16, 2015-264, 61533
F16, 2015-264, 61535
F16, 2015-265, 61539
F16, 2015-265, 61540
F16, 2015-265, 61541
F16, 2015-265, 61542
F16, 2015-265, 61544
F16, 2015-265, 61545
F16, 2015-265, 61546
F16, 2015-265, 61547
F16, 2015-265, 61549
F16, 2015-265, 61550
F16, 2015-265, 61551
F16, 2015-266, 61559
F16, 2015-266, 61560
F16, 2015-266, 61564
F16, 2015-266, 61565
F16, 2015-266, 61566
F16, 2015-267, 61570
F16, 2015-267, 61571
F16, 2015-267, 61572
F16, 2015-267, 61573
F16, 2015-267, 61574
F16, 2015-267, 61575
F16, 2015-267, 61576
F16, 2015-267, 61577
F16, 2015-267, 61578
F16, 2015-267, 61579
F16, 2015-267, 61580
F16, 2015-268, 61585
F16, 2015-268, 61586
F16, 2015-268, 61587
F16, 2015-268, 61588
F16, 2015-268, 61589
F16, 2015-268, 61590
F16, 2015-268, 61591
F16, 2015-268, 61592
F16, 2015-268, 61593
F16, 2015-268, 61594
F16, 2015-269, 61599
F16, 2015-269, 61600
F16, 2015-269, 61601
F16, 2015-269, 61602
F16, 2015-269, 61603
F16, 2015-269, 61604
F16, 2015-269, 61606
F16, 2015-269, 61607
F16, 2015-269, 61608
F16, 2015-270, 61609
F16, 2015-270, 61613
F16, 2015-270, 61614
F16, 2015-270, 61615
F16, 2015-270, 61616
F16, 2015-270, 61617
F16, 2015-270, 61619
F16, 2015-270, 61620
F16, 2015-270, 61621
F16, 2015-271, 61628
F16, 2015-271, 61629
F16, 2015-271, 61630
F16, 2015-271, 61631
F16, 2015-271, 61635
F16, 2015-271, 61636
F16, 2015-272, 61641
F16, 2015-272, 61643
F16, 2015-272, 61644
F16, 2015-272, 61645
F16, 2015-272, 61646
F16, 2015-272, 61647
F16, 2015-272, 61648
F16, 2015-272, 61649
F16, 2015-272, 61650
F16, 2015-273, 61653
F16, 2015-273, 61654
F16, 2015-273, 61655
F16, 2015-273, 61656
F16, 2015-273, 61657
F16, 2015-273, 61658
F16, 2015-273, 61659
F16, 2015-273, 61660
F16, 2015-273, 61661
F16, 2015-273, 61662
F16, 2015-273, 61663
F16, 2015-273, 61664
F16, 2015-273, 61665
F16, 2015-274, 61666
F16, 2015-274, 61667
F16, 2015-274, 61668
F16, 2015-274, 61669
F16, 2015-274, 61670
F16, 2015-274, 61671
F16, 2015-274, 61672
F16, 2015-274, 61673
F16, 2015-274, 61674
F16, 2015-274, 61675
F16, 2015-274, 61676
F16, 2015-274, 61677
F16, 2015-274, 61678
F16, 2015-274, 61679
F16, 2015-275, 61680
F16, 2015-275, 61681
F16, 2015-275, 61682
F16, 2015-275, 61683
F16, 2015-275, 61684
F16, 2015-275, 61685
F16, 2015-275, 61686
F16, 2015-275, 61687
F16, 2015-275, 61688
F16, 2015-275, 61689
F16, 2015-275, 61690
F16, 2015-275, 61691
F16, 2015-275, 61692
F16, 2015-276, 61697
F16, 2015-277, 61715
F16, 2015-277, 61716
F16, 2015-277, 61717
F16, 2015-277, 61718
F16, 2015-277, 61719
F16, 2015-277, 61720
F16, 2015-277, 61721
F16, 2015-278, 61723
F16, 2015-278, 61726
F16, 2015-278, 61727
F16, 2015-278, 61728
F16, 2015-278, 61729
F16, 2015-278, 61730
F16, 2015-278, 61731
F16, 2015-278, 61732
F16, 2015-278, 61733
F16, 2015-278, 61734
F16, 2015-278, 61735
F16, 2015-279, 61736
F16, 2015-279, 61738
F16, 2015-279, 61739
F16, 2015-279, 61740
F16, 2015-279, 61742
F16, 2015-279, 61743
F16, 2015-279, 61744
F16, 2015-279, 61745
F16, 2015-279, 61746
F16, 2015-279, 61747
F16, 2015-279, 61748
F16, 2015-279, 61749
F16, 2015-280, 61751
F16, 2015-280, 61752
F16, 2015-280, 61753
F16, 2015-280, 61754
F16, 2015-280, 61756
F16, 2015-280, 61757
F16, 2015-280, 61758
F16, 2015-280, 61759
F16, 2015-280, 61760
F16, 2015-280, 61761
F16, 2015-280, 61762
F16, 2015-280, 61763
F16, 2015-280, 61764
F16, 2015-281, 61765
F16, 2015-281, 61767
F16, 2015-281, 61768
F16, 2015-281, 61770
F16, 2015-281, 61771
F16, 2015-281, 61772
F16, 2015-281, 61773
F16, 2015-281, 61774
F16, 2015-281, 61775
F16, 2015-281, 61776
F16, 2015-281, 61777
F16, 2015-281, 61778
F16, 2015-282, 61780
F16, 2015-282, 61781
F16, 2015-282, 61782
F16, 2015-282, 61784
F16, 2015-282, 61786
F16, 2015-282, 61789
F16, 2015-282, 61790
F16, 2015-282, 61791
F16, 2015-282, 61792
F16, 2015-283, 61794
F16, 2015-283, 61795
F16, 2015-283, 61796
F16, 2015-283, 61797
F16, 2015-283, 61798
F16, 2015-283, 61799
F16, 2015-283, 61800
F16, 2015-283, 61802
F16, 2015-283, 61803
F16, 2015-283, 61804
F16, 2015-283, 61805
F16, 2015-283, 61806
F16, 2015-284, 61807
F16, 2015-284, 61809
F16, 2015-284, 61810
F16, 2015-284, 61812
F16, 2015-284, 61815
F16, 2015-284, 61816
F16, 2015-284, 61817
F16, 2015-284, 61818
F16, 2015-284, 61819
F16, 2015-284, 61820
F16, 2015-285, 61821
F16, 2015-285, 61822
F16, 2015-285, 61823
F16, 2015-285, 61824
F16, 2015-285, 61825
F16, 2015-285, 61826
F16, 2015-285, 61828
F16, 2015-285, 61829
F16, 2015-285, 61830
F16, 2015-285, 61831
F16, 2015-285, 61832
F16, 2015-285, 61833
F16, 2015-285, 61834
F16, 2015-286, 61835
F16, 2015-286, 61837
F16, 2015-286, 61838
F16, 2015-286, 61839
F16, 2015-286, 61840
F16, 2015-286, 61841
F16, 2015-286, 61842
F16, 2015-286, 61843
F16, 2015-286, 61845
F16, 2015-286, 61847
F16, 2015-286, 61848
F16, 2015-287, 61857
F16, 2015-287, 61849
F16, 2015-287, 61851
F16, 2015-287, 61853
F16, 2015-287, 61855
F16, 2015-287, 61856
F16, 2015-287, 61858
F16, 2015-287, 61859
F16, 2015-287, 61860
F16, 2015-287, 61861
F16, 2015-287, 61862
F16, 2015-288, 61865
F16, 2015-288, 61868
F16, 2015-288, 61870
F16, 2015-288, 61871
F16, 2015-288, 61872
F16, 2015-288, 61873
F16, 2015-288, 61874
F16, 2015-288, 61875
F16, 2015-288, 61876
F16, 2015-288, 61877
F16, 2015-289, 61878
F16, 2015-289, 61879
F16, 2015-289, 61880
F16, 2015-289, 61881
F16, 2015-289, 61882
F16, 2015-289, 61883
F16, 2015-289, 61885
F16, 2015-289, 61886
F16, 2015-289, 61887
F16, 2015-289, 61888
F16, 2015-289, 61889
F16, 2015-289, 61890
F16, 2015-289, 61891
F16, 2015-290, 61892
F16, 2015-290, 61893
F16, 2015-290, 61894
F16, 2015-290, 61895
F16, 2015-290, 61896
F16, 2015-290, 61897
F16, 2015-290, 61899
F16, 2015-290, 61900
F16, 2015-290, 61901
F16, 2015-290, 61902
F16, 2015-290, 61903
F16, 2015-290, 61904
F16, 2015-290, 61905
F16, 2015-291, 61906
F16, 2015-291, 61908
F16, 2015-291, 61911
F16, 2015-291, 61913
F16, 2015-291, 61914
F16, 2015-291, 61915
F16, 2015-291, 61916
F16, 2015-291, 61917
F16, 2015-291, 61918
F16, 2015-291, 61919
F16, 2015-292, 61921
F16, 2015-292, 61922
F16, 2015-292, 61923
F16, 2015-292, 61924
F16, 2015-292, 61925
F16, 2015-292, 61926
F16, 2015-292, 61927
F16, 2015-292, 61928
F16, 2015-292, 61929
F16, 2015-292, 61930
F16, 2015-293, 61937
F16, 2015-293, 61938
F16, 2015-293, 61939
F16, 2015-293, 61940
F16, 2015-293, 61941
F16, 2015-293, 61942
F16, 2015-293, 61943
F16, 2015-293, 61947
F16, 2015-294, 61948
F16, 2015-294, 61950
F16, 2015-294, 61951
F16, 2015-294, 61952
F16, 2015-294, 61954
F16, 2015-294, 61955
F16, 2015-294, 61956
F16, 2015-294, 61957
F16, 2015-294, 61958
F16, 2015-294, 61959
F16, 2015-294, 61960
F16, 2015-294, 61961
F16, 2015-295, 61970
F16, 2015-295, 61962
F16, 2015-295, 61963
F16, 2015-295, 61964
F16, 2015-295, 61965
F16, 2015-295, 61966
F16, 2015-295, 61968
F16, 2015-295, 61969
F16, 2015-295, 61971
F16, 2015-295, 61972
F16, 2015-295, 61973
F16, 2015-295, 61974
F16, 2015-295, 61975
F16, 2015-296, 61978
F16, 2015-296, 61979
F16, 2015-296, 61980
F16, 2015-296, 61981
F16, 2015-296, 61982
F16, 2015-296, 61983
F16, 2015-296, 61984
F16, 2015-296, 61985
F16, 2015-296, 61986
F16, 2015-296, 61987
F16, 2015-296, 61988
F16, 2015-296, 61989
F16, 2015-296, 61990
F16, 2015-297, 61991
F16, 2015-297, 61992
F16, 2015-297, 61993
F16, 2015-297, 61994
F16, 2015-297, 61995
F16, 2015-297, 61996
F16, 2015-297, 61997
F16, 2015-297, 61998
F16, 2015-297, 61999
F16, 2015-297, 62000
F16, 2015-297, 62001
F16, 2015-297, 62002
F16, 2015-297, 62003
F16, 2015-297, 62004
F16, 2015-298, 62005
F16, 2015-298, 62006
F16, 2015-298, 62007
F16, 2015-298, 62010
F16, 2015-298, 62011
F16, 2015-298, 62012
F16, 2015-298, 62013
F16, 2015-298, 62014
F16, 2015-298, 62015
F16, 2015-298, 62016
F16, 2015-298, 62017
F16, 2015-298, 62018
F16, 2015-299, 62020
F16, 2015-299, 62021
F16, 2015-299, 62022
F16, 2015-299, 62023
F16, 2015-299, 62024
F16, 2015-299, 62025
F16, 2015-299, 62026
F16, 2015-299, 62027
F16, 2015-299, 62028
F16, 2015-299, 62029
F16, 2015-299, 62030
F16, 2015-299, 62031
F16, 2015-299, 62032
F16, 2015-300, 62034
F16, 2015-300, 62037
F16, 2015-300, 62038
F16, 2015-300, 62039
F16, 2015-300, 62040
F16, 2015-300, 62041
F16, 2015-300, 62042
F16, 2015-300, 62043
F16, 2015-300, 62044
F16, 2015-300, 62045
F16, 2015-300, 62046
F16, 2015-301, 62047
F16, 2015-301, 62049
F16, 2015-301, 62050
F16, 2015-301, 62051
F16, 2015-301, 62052
F16, 2015-301, 62053
F16, 2015-301, 62054
F16, 2015-301, 62055
F16, 2015-301, 62056
F16, 2015-301, 62057
F16, 2015-301, 62058
F16, 2015-301, 62060
F16, 2015-302, 62064
F16, 2015-302, 62065
F16, 2015-302, 62066
F16, 2015-302, 62067
F16, 2015-302, 62068
F16, 2015-302, 62069
F16, 2015-302, 62070
F16, 2015-302, 62071
F16, 2015-302, 62072
F16, 2015-302, 62073
F16, 2015-302, 62074
F16, 2015-303, 62075
F16, 2015-303, 62076
F16, 2015-303, 62077
F16, 2015-303, 62078
F16, 2015-303, 62079
F16, 2015-303, 62081
F16, 2015-303, 62082
F16, 2015-303, 62083
F16, 2015-303, 62084
F16, 2015-303, 62085
F16, 2015-303, 62086
F16, 2015-304, 62090
F16, 2015-304, 62091
F16, 2015-304, 62092
F16, 2015-304, 62093
F16, 2015-304, 62094
F16, 2015-304, 62095
F16, 2015-304, 62096
F16, 2015-304, 62097
F16, 2015-304, 62098
F16, 2015-304, 62099
F16, 2015-304, 62100
F16, 2015-304, 62101
F16, 2015-304, 62102
F16, 2015-304, 62103
F16, 2015-305, 62105
F16, 2015-305, 62106
F16, 2015-305, 62107
F16, 2015-305, 62108
F16, 2015-305, 62109
F16, 2015-305, 62110
F16, 2015-305, 62111
F16, 2015-305, 62112
F16, 2015-305, 62116
F16, 2015-305, 62117
F16, 2015-306, 62119
F16, 2015-306, 62120
F16, 2015-306, 62121
F16, 2015-306, 62122
F16, 2015-306, 62123
F16, 2015-306, 62124
F16, 2015-306, 62125
F16, 2015-306, 62128
F16, 2015-306, 62129
F16, 2015-306, 62130
F16, 2015-306, 62131
F16, 2015-307, 62132
F16, 2015-307, 62133
F16, 2015-307, 62134
F16, 2015-307, 62135
F16, 2015-307, 62136
F16, 2015-307, 62137
F16, 2015-307, 62138
F16, 2015-307, 62139
F16, 2015-307, 62142
F16, 2015-307, 62143
F16, 2015-307, 62144
F16, 2015-307, 62145
F16, 2015-308, 62146
F16, 2015-308, 62148
F16, 2015-308, 62149
F16, 2015-308, 62150
F16, 2015-308, 62151
F16, 2015-308, 62154
F16, 2015-308, 62155
F16, 2015-308, 62156
F16, 2015-308, 62157
F16, 2015-308, 62158
F16, 2015-308, 62159
F16, 2015-309, 62160
F16, 2015-309, 62162
F16, 2015-309, 62163
F16, 2015-309, 62164
F16, 2015-309, 62168
F16, 2015-309, 62169
F16, 2015-309, 62170
F16, 2015-309, 62171
F16, 2015-309, 62172
F16, 2015-309, 62173
F16, 2015-310, 62174
F16, 2015-310, 62181
F16, 2015-310, 62182
F16, 2015-310, 62183
F16, 2015-310, 62184
F16, 2015-310, 62185
F16, 2015-310, 62186
F16, 2015-310, 62187
F16, 2015-311, 62190
F16, 2015-311, 62191
F16, 2015-311, 62194
F16, 2015-311, 62195
F16, 2015-311, 62196
F16, 2015-311, 62197
F16, 2015-311, 62198
F16, 2015-311, 62199
F16, 2015-311, 62200
F16, 2015-311, 62201
F16, 2015-311, 62202
F16, 2015-312, 62203
F16, 2015-312, 62204
F16, 2015-312, 62205
F16, 2015-312, 62206
F16, 2015-313, 62225
F16, 2015-313, 62226
F16, 2015-313, 62227
F16, 2015-313, 62229
F16, 2015-313, 62230
F16, 2015-314, 62233
F16, 2015-314, 62234
F16, 2015-314, 62235
F16, 2015-314, 62236
F16, 2015-314, 62237
F16, 2015-314, 62238
F16, 2015-314, 62239
F16, 2015-314, 62240
F16, 2015-314, 62242
F16, 2015-314, 62243
F16, 2015-314, 62244
F16, 2015-315, 62246
F16, 2015-315, 62247
F16, 2015-315, 62248
F16, 2015-315, 62249
F16, 2015-315, 62250
F16, 2015-315, 62251
F16, 2015-315, 62252
F16, 2015-315, 62253
F16, 2015-315, 62254
F16, 2015-315, 62255
F16, 2015-315, 62256
F16, 2015-315, 62257
F16, 2015-315, 62258
F16, 2015-316, 62259
F16, 2015-316, 62261
F16, 2015-316, 62262
F16, 2015-316, 62263
F16, 2015-316, 62264
F16, 2015-316, 62265
F16, 2015-316, 62266
F16, 2015-316, 62267
F16, 2015-316, 62268
F16, 2015-316, 62269
F16, 2015-316, 62270
F16, 2015-316, 62271
F16, 2015-316, 62272
F16, 2015-317, 62273
F16, 2015-317, 62275
F16, 2015-317, 62276
F16, 2015-317, 62277
F16, 2015-317, 62278
F16, 2015-317, 62281
F16, 2015-317, 62282
F16, 2015-317, 62283
F16, 2015-317, 62284
F16, 2015-317, 62285
F16, 2015-317, 62286
F16, 2015-318, 62295
F16, 2015-318, 62287
F16, 2015-318, 62289
F16, 2015-318, 62290
F16, 2015-318, 62291
F16, 2015-318, 62292
F16, 2015-318, 62293
F16, 2015-318, 62294
F16, 2015-318, 62296
F16, 2015-318, 62297
F16, 2015-318, 62298
F16, 2015-318, 62299
F16, 2015-318, 62300
F16, 2015-319, 62302
F16, 2015-319, 62303
F16, 2015-319, 62304
F16, 2015-319, 62305
F16, 2015-319, 62307
F16, 2015-319, 62308
F16, 2015-319, 62309
F16, 2015-319, 62310
F16, 2015-319, 62311
F16, 2015-319, 62312
F16, 2015-319, 62313
F16, 2015-319, 62314
F16, 2015-319, 62315
F16, 2015-320, 62316
F16, 2015-320, 62317
F16, 2015-320, 62318
F16, 2015-320, 62319
F16, 2015-320, 62320
F16, 2015-320, 62321
F16, 2015-320, 62322
F16, 2015-320, 62323
F16, 2015-320, 62324
F16, 2015-320, 62325
F16, 2015-320, 62326
F16, 2015-321, 62332
F16, 2015-321, 62333
F16, 2015-321, 62334
F16, 2015-321, 62335
F16, 2015-321, 62336
F16, 2015-321, 62337
F16, 2015-321, 62338
F16, 2015-321, 62339
F16, 2015-321, 62340
F16, 2015-321, 62341
F16, 2015-321, 62342
F16, 2015-321, 62343
F16, 2015-322, 62344
F16, 2015-322, 62345
F16, 2015-322, 62346
F16, 2015-322, 62347
F16, 2015-322, 62348
F16, 2015-322, 62349
F16, 2015-322, 62350
F16, 2015-322, 62351
F16, 2015-322, 62352
F16, 2015-322, 62353
F16, 2015-322, 62354
F16, 2015-322, 62357
F16, 2015-323, 62358
F16, 2015-323, 62360
F16, 2015-323, 62361
F16, 2015-323, 62362
F16, 2015-323, 62363
F16, 2015-323, 62364
F16, 2015-323, 62365
F16, 2015-323, 62366
F16, 2015-323, 62367
F16, 2015-323, 62368
F16, 2015-323, 62369
F16, 2015-323, 62370
F16, 2015-323, 62371
F16, 2015-324, 62372
F16, 2015-324, 62374
F16, 2015-324, 62375
F16, 2015-324, 62376
F16, 2015-324, 62377
F16, 2015-324, 62378
F16, 2015-324, 62379
F16, 2015-324, 62380
F16, 2015-324, 62381
F16, 2015-324, 62382
F16, 2015-324, 62383
F16, 2015-324, 62384
F16, 2015-324, 62385
F16, 2015-325, 62386
F16, 2015-325, 62387
F16, 2015-325, 62389
F16, 2015-325, 62390
F16, 2015-325, 62391
F16, 2015-325, 62392
F16, 2015-325, 62393
F16, 2015-325, 62394
F16, 2015-325, 62395
F16, 2015-325, 62396
F16, 2015-325, 62397
F16, 2015-325, 62398
F16, 2015-325, 62399
F16, 2015-326, 62408
F16, 2015-326, 62400
F16, 2015-326, 62401
F16, 2015-326, 62403
F16, 2015-326, 62404
F16, 2015-326, 62406
F16, 2015-326, 62407
F16, 2015-326, 62409
F16, 2015-326, 62410
F16, 2015-326, 62411
F16, 2015-326, 62412
F16, 2015-326, 62413
F16, 2015-327, 62415
F16, 2015-327, 62416
F16, 2015-327, 62417
F16, 2015-327, 62418
F16, 2015-327, 62420
F16, 2015-327, 62421
F16, 2015-327, 62422
F16, 2015-327, 62423
F16, 2015-327, 62424
F16, 2015-327, 62425
F16, 2015-327, 62426
F16, 2015-327, 62427
F16, 2015-327, 62428
F16, 2015-328, 62429
F16, 2015-328, 62431
F16, 2015-328, 62432
F16, 2015-328, 62434
F16, 2015-328, 62435
F16, 2015-328, 62436
F16, 2015-328, 62437
F16, 2015-328, 62438
F16, 2015-328, 62439
F16, 2015-328, 62440
F16, 2015-328, 62441
F16, 2015-329, 62444
F16, 2015-329, 62446
F16, 2015-329, 62447
F16, 2015-329, 62448
F16, 2015-329, 62449
F16, 2015-329, 62450
F16, 2015-329, 62451
F16, 2015-329, 62452
F16, 2015-329, 62453
F16, 2015-329, 62454
F16, 2015-329, 62455
F16, 2015-329, 62456
F16, 2015-330, 62457
F16, 2015-330, 62458
F16, 2015-330, 62460
F16, 2015-330, 62461
F16, 2015-330, 62462
F16, 2015-330, 62463
F16, 2015-330, 62464
F16, 2015-330, 62465
F16, 2015-330, 62466
F16, 2015-330, 62467
F16, 2015-330, 62468
F16, 2015-330, 62469
F16, 2015-330, 62470
F16, 2015-331, 62471
F16, 2015-331, 62472
F16, 2015-331, 62474
F16, 2015-331, 62476
F16, 2015-331, 62477
F16, 2015-331, 62478
F16, 2015-331, 62479
F16, 2015-331, 62480
F16, 2015-331, 62481
F16, 2015-331, 62482
F16, 2015-331, 62483
F16, 2015-331, 62484
F16, 2015-332, 62485
F16, 2015-332, 62486
F16, 2015-332, 62490
F16, 2015-332, 62491
F16, 2015-332, 62492
F16, 2015-332, 62493
F16, 2015-332, 62494
F16, 2015-332, 62495
F16, 2015-332, 62496
F16, 2015-332, 62497
F16, 2015-332, 62498
F16, 2015-333, 62499
F16, 2015-333, 62500
F16, 2015-333, 62502
F16, 2015-333, 62504
F16, 2015-333, 62505
F16, 2015-333, 62506
F16, 2015-333, 62507
F16, 2015-333, 62510
F16, 2015-333, 62511
F16, 2015-333, 62512
F16, 2015-334, 62514
F16, 2015-334, 62516
F16, 2015-334, 62517
F16, 2015-334, 62521
F16, 2015-334, 62522
F16, 2015-334, 62523
F16, 2015-334, 62524
F16, 2015-334, 62525
F16, 2015-334, 62526
F16, 2015-334, 62527
F16, 2015-335, 62528
F16, 2015-335, 62530
F16, 2015-335, 62531
F16, 2015-335, 62532
F16, 2015-335, 62533
F16, 2015-335, 62534
F16, 2015-335, 62535
F16, 2015-335, 62536
F16, 2015-335, 62537
F16, 2015-335, 62538
F16, 2015-335, 62539
F16, 2015-335, 62540
F16, 2015-335, 62541
F16, 2015-336, 62543
F16, 2015-336, 62545
F16, 2015-336, 62546
F16, 2015-336, 62547
F16, 2015-336, 62548
F16, 2015-336, 62549
F16, 2015-336, 62550
F16, 2015-336, 62551
F16, 2015-336, 62552
F16, 2015-336, 62553
F16, 2015-336, 62554
F16, 2015-336, 62555
F16, 2015-337, 62557
F16, 2015-337, 62559
F16, 2015-337, 62561
F16, 2015-337, 62562
F16, 2015-337, 62563
F16, 2015-337, 62564
F16, 2015-337, 62565
F16, 2015-337, 62566
F16, 2015-337, 62567
F16, 2015-337, 62568
F16, 2015-338, 62570
F16, 2015-338, 62571
F16, 2015-338, 62573
F16, 2015-338, 62575
F16, 2015-338, 62577
F16, 2015-338, 62578
F16, 2015-338, 62579
F16, 2015-338, 62580
F16, 2015-338, 62581
F16, 2015-338, 62582
F16, 2015-338, 62583
F16, 2015-339, 62584
F16, 2015-339, 62585
F16, 2015-339, 62587
F16, 2015-339, 62589
F16, 2015-339, 62591
F16, 2015-339, 62594
F16, 2015-339, 62595
F16, 2015-339, 62596
F16, 2015-339, 62597
F16, 2015-340, 62598
F16, 2015-340, 62599
F16, 2015-340, 62601
F16, 2015-340, 62602
F16, 2015-340, 62603
F16, 2015-340, 62604
F16, 2015-340, 62605
F16, 2015-340, 62606
F16, 2015-340, 62607
F16, 2015-340, 62609
F16, 2015-340, 62610
F16, 2015-340, 62611
F16, 2015-341, 62612
F16, 2015-341, 62614
F16, 2015-341, 62615
F16, 2015-341, 62616
F16, 2015-341, 62617
F16, 2015-341, 62618
F16, 2015-341, 62619
F16, 2015-341, 62620
F16, 2015-341, 62621
F16, 2015-341, 62623
F16, 2015-341, 62624
F16, 2015-341, 62625
F16, 2015-342, 62634
F16, 2015-342, 62626
F16, 2015-342, 62627
F16, 2015-342, 62628
F16, 2015-342, 62630
F16, 2015-342, 62631
